update_id,source_key,source_record_id,record_type,title,agency,program_focus,topic_keys,posted_date,updated_date,due_date,effective_date,docket_id,regulation_id,grant_id,opportunity_id,contract_id,vendor_keys_mentioned,rht_flag,comment_required_flag,action_required_by,importance_score,predictive_value_usd,score_evidence_json,summary,document_url,source_url,last_checked_at
upd-f218139dee60f051,medicaid_data,cmsmedicaid-3e07a8c96911f9d1,dataset_signal,Section 1915(c) waiver program participants,Centers for Medicare & Medicaid Services,cms;medicaid;medicare,1915c;cms;hcbs;medicaid;medicare;service_use;waiver,,2025-01-17,,,,,,,,,false,false,,54,,"{""dataset_id"":""4d4eaf55-33d3-4468-80b4-63553f4530ae"",""matched_keywords"":[""Medicaid"",""Medicare""],""metric_name"":""section_1915c_waiver_enrollees"",""metric_period"":""2022"",""metric_value"":""0"",""program_focus"":[""cms"",""medicaid"",""medicare""],""rht_flag"":false,""score_version"":""placeholder-rule-v1"",""source_file"":""data/cms_medicaid_dataset_signals.csv"",""source_score_evidence_keys"":[""dataset_id"",""endpoint_type"",""method"",""metric_name"",""metric_period"",""metric_value"",""rht_flag"",""signal_dimension"",""state"",""topic_keys"",""why_matters""],""state"":""Vermont"",""topic_keys"":[""1915c"",""cms"",""hcbs"",""medicaid"",""medicare"",""service_use"",""waiver""]}",section_1915c_waiver_enrollees; 0; Vermont,,https://data.medicaid.gov/api/1/datastore/query/4d4eaf55-33d3-4468-80b4-63553f4530ae/0,2026-07-24T04:43:51Z
upd-cc5f5a455fd92582,medicaid_data,cmsmedicaid-3cfae73027889648,dataset_signal,Section 1915(c) waiver program participants,Centers for Medicare & Medicaid Services,cms;medicaid;medicare,1915c;cms;hcbs;medicaid;medicare;service_use;waiver,,2025-01-17,,,,,,,,,false,false,,54,,"{""dataset_id"":""4d4eaf55-33d3-4468-80b4-63553f4530ae"",""matched_keywords"":[""Medicaid"",""Medicare""],""metric_name"":""section_1915c_waiver_enrollees"",""metric_period"":""2022"",""metric_value"":""0"",""program_focus"":[""cms"",""medicaid"",""medicare""],""rht_flag"":false,""score_version"":""placeholder-rule-v1"",""source_file"":""data/cms_medicaid_dataset_signals.csv"",""source_score_evidence_keys"":[""dataset_id"",""endpoint_type"",""method"",""metric_name"",""metric_period"",""metric_value"",""rht_flag"",""signal_dimension"",""state"",""topic_keys"",""why_matters""],""state"":""Virgin Islands"",""topic_keys"":[""1915c"",""cms"",""hcbs"",""medicaid"",""medicare"",""service_use"",""waiver""]}",section_1915c_waiver_enrollees; 0; Virgin Islands,,https://data.medicaid.gov/api/1/datastore/query/4d4eaf55-33d3-4468-80b4-63553f4530ae/0,2026-07-24T04:43:51Z
upd-ff24c81629953d5f,medicaid_data,cmsmedicaid-2f71016282a7ac38,dataset_signal,Section 1915(c) waiver program participants,Centers for Medicare & Medicaid Services,cms;medicaid;medicare,1915c;cms;hcbs;medicaid;medicare;service_use;waiver,,2025-01-17,,,,,,,,,false,false,,54,,"{""dataset_id"":""4d4eaf55-33d3-4468-80b4-63553f4530ae"",""matched_keywords"":[""Medicaid"",""Medicare""],""metric_name"":""section_1915c_waiver_enrollees"",""metric_period"":""2022"",""metric_value"":""66149"",""program_focus"":[""cms"",""medicaid"",""medicare""],""rht_flag"":false,""score_version"":""placeholder-rule-v1"",""source_file"":""data/cms_medicaid_dataset_signals.csv"",""source_score_evidence_keys"":[""dataset_id"",""endpoint_type"",""method"",""metric_name"",""metric_period"",""metric_value"",""rht_flag"",""signal_dimension"",""state"",""topic_keys"",""why_matters""],""state"":""Virginia"",""topic_keys"":[""1915c"",""cms"",""hcbs"",""medicaid"",""medicare"",""service_use"",""waiver""]}",section_1915c_waiver_enrollees; 66149; Virginia,,https://data.medicaid.gov/api/1/datastore/query/4d4eaf55-33d3-4468-80b4-63553f4530ae/0,2026-07-24T04:43:51Z
upd-8b9c2b9cf932c3cf,medicaid_data,cmsmedicaid-920e374da7bffa18,dataset_signal,Section 1915(c) waiver program participants,Centers for Medicare & Medicaid Services,cms;medicaid;medicare,1915c;cms;hcbs;medicaid;medicare;service_use;waiver,,2025-01-17,,,,,,,,,false,false,,54,,"{""dataset_id"":""4d4eaf55-33d3-4468-80b4-63553f4530ae"",""matched_keywords"":[""Medicaid"",""Medicare""],""metric_name"":""section_1915c_waiver_enrollees"",""metric_period"":""2022"",""metric_value"":""55189"",""program_focus"":[""cms"",""medicaid"",""medicare""],""rht_flag"":false,""score_version"":""placeholder-rule-v1"",""source_file"":""data/cms_medicaid_dataset_signals.csv"",""source_score_evidence_keys"":[""dataset_id"",""endpoint_type"",""method"",""metric_name"",""metric_period"",""metric_value"",""rht_flag"",""signal_dimension"",""state"",""topic_keys"",""why_matters""],""state"":""Washington"",""topic_keys"":[""1915c"",""cms"",""hcbs"",""medicaid"",""medicare"",""service_use"",""waiver""]}",section_1915c_waiver_enrollees; 55189; Washington,,https://data.medicaid.gov/api/1/datastore/query/4d4eaf55-33d3-4468-80b4-63553f4530ae/0,2026-07-24T04:43:51Z
upd-d968ad38d4f438da,medicaid_data,cmsmedicaid-88e88b5dc8ff2c82,dataset_signal,Section 1915(c) waiver program participants,Centers for Medicare & Medicaid Services,cms;medicaid;medicare,1915c;cms;hcbs;medicaid;medicare;service_use;waiver,,2025-01-17,,,,,,,,,false,false,,54,,"{""dataset_id"":""4d4eaf55-33d3-4468-80b4-63553f4530ae"",""matched_keywords"":[""Medicaid"",""Medicare""],""metric_name"":""section_1915c_waiver_enrollees"",""metric_period"":""2022"",""metric_value"":""18760"",""program_focus"":[""cms"",""medicaid"",""medicare""],""rht_flag"":false,""score_version"":""placeholder-rule-v1"",""source_file"":""data/cms_medicaid_dataset_signals.csv"",""source_score_evidence_keys"":[""dataset_id"",""endpoint_type"",""method"",""metric_name"",""metric_period"",""metric_value"",""rht_flag"",""signal_dimension"",""state"",""topic_keys"",""why_matters""],""state"":""West Virginia"",""topic_keys"":[""1915c"",""cms"",""hcbs"",""medicaid"",""medicare"",""service_use"",""waiver""]}",section_1915c_waiver_enrollees; 18760; West Virginia,,https://data.medicaid.gov/api/1/datastore/query/4d4eaf55-33d3-4468-80b4-63553f4530ae/0,2026-07-24T04:43:51Z
upd-cc5f8f3ca64d25b9,medicaid_data,cmsmedicaid-b1a048873c94890c,dataset_signal,Section 1915(c) waiver program participants,Centers for Medicare & Medicaid Services,cms;medicaid;medicare,1915c;cms;hcbs;medicaid;medicare;service_use;waiver,,2025-01-17,,,,,,,,,false,false,,54,,"{""dataset_id"":""4d4eaf55-33d3-4468-80b4-63553f4530ae"",""matched_keywords"":[""Medicaid"",""Medicare""],""metric_name"":""section_1915c_waiver_enrollees"",""metric_period"":""2022"",""metric_value"":""110793"",""program_focus"":[""cms"",""medicaid"",""medicare""],""rht_flag"":false,""score_version"":""placeholder-rule-v1"",""source_file"":""data/cms_medicaid_dataset_signals.csv"",""source_score_evidence_keys"":[""dataset_id"",""endpoint_type"",""method"",""metric_name"",""metric_period"",""metric_value"",""rht_flag"",""signal_dimension"",""state"",""topic_keys"",""why_matters""],""state"":""Wisconsin"",""topic_keys"":[""1915c"",""cms"",""hcbs"",""medicaid"",""medicare"",""service_use"",""waiver""]}",section_1915c_waiver_enrollees; 110793; Wisconsin,,https://data.medicaid.gov/api/1/datastore/query/4d4eaf55-33d3-4468-80b4-63553f4530ae/0,2026-07-24T04:43:51Z
upd-f4bbb5da6c26c677,medicaid_data,cmsmedicaid-05141e392ebe3490,dataset_signal,Section 1915(c) waiver program participants,Centers for Medicare & Medicaid Services,cms;medicaid;medicare,1915c;cms;hcbs;medicaid;medicare;service_use;waiver,,2025-01-17,,,,,,,,,false,false,,54,,"{""dataset_id"":""4d4eaf55-33d3-4468-80b4-63553f4530ae"",""matched_keywords"":[""Medicaid"",""Medicare""],""metric_name"":""section_1915c_waiver_enrollees"",""metric_period"":""2022"",""metric_value"":""5548"",""program_focus"":[""cms"",""medicaid"",""medicare""],""rht_flag"":false,""score_version"":""placeholder-rule-v1"",""source_file"":""data/cms_medicaid_dataset_signals.csv"",""source_score_evidence_keys"":[""dataset_id"",""endpoint_type"",""method"",""metric_name"",""metric_period"",""metric_value"",""rht_flag"",""signal_dimension"",""state"",""topic_keys"",""why_matters""],""state"":""Wyoming"",""topic_keys"":[""1915c"",""cms"",""hcbs"",""medicaid"",""medicare"",""service_use"",""waiver""]}",section_1915c_waiver_enrollees; 5548; Wyoming,,https://data.medicaid.gov/api/1/datastore/query/4d4eaf55-33d3-4468-80b4-63553f4530ae/0,2026-07-24T04:43:51Z
upd-8ccc43088a982e5d,medicaid_data,cmsmedicaid-cc08efd6a0899299,dataset_signal,Dual Status Information for Medicaid and CHIP Beneficiaries by Year,Centers for Medicare & Medicaid Services,cms;eligibility;medicaid;medicare,care_coordination;cms;dual_enrollment;eligibility;medicaid;medicare,,2024-01-05,,,,,,,,,false,false,,67,,"{""dataset_id"":""93b36a8e-4dd5-4ff4-9a8b-8c6537684705"",""matched_keywords"":[""enrollment"",""Medicaid"",""Medicare""],""metric_name"":""full_dual_average_monthly_enrollment"",""metric_period"":""2022"",""metric_value"":""93729"",""program_focus"":[""cms"",""eligibility"",""medicaid"",""medicare""],""rht_flag"":false,""score_version"":""placeholder-rule-v1"",""source_file"":""data/cms_medicaid_dataset_signals.csv"",""source_score_evidence_keys"":[""dataset_id"",""endpoint_type"",""method"",""metric_name"",""metric_period"",""metric_value"",""rht_flag"",""signal_dimension"",""state"",""topic_keys"",""why_matters""],""state"":""Alabama"",""topic_keys"":[""care_coordination"",""cms"",""dual_enrollment"",""eligibility"",""medicaid"",""medicare""]}",full_dual_average_monthly_enrollment; 93729; Alabama,,https://data.medicaid.gov/api/1/datastore/query/93b36a8e-4dd5-4ff4-9a8b-8c6537684705/0,2026-07-24T04:43:51Z
upd-fb91e0c3383fd808,medicaid_data,cmsmedicaid-152d6495df6f2243,dataset_signal,Dual Status Information for Medicaid and CHIP Beneficiaries by Year,Centers for Medicare & Medicaid Services,cms;eligibility;medicaid;medicare,care_coordination;cms;dual_enrollment;eligibility;medicaid;medicare,,2024-01-05,,,,,,,,,false,false,,67,,"{""dataset_id"":""93b36a8e-4dd5-4ff4-9a8b-8c6537684705"",""matched_keywords"":[""enrollment"",""Medicaid"",""Medicare""],""metric_name"":""full_dual_average_monthly_enrollment"",""metric_period"":""2022"",""metric_value"":""20899"",""program_focus"":[""cms"",""eligibility"",""medicaid"",""medicare""],""rht_flag"":false,""score_version"":""placeholder-rule-v1"",""source_file"":""data/cms_medicaid_dataset_signals.csv"",""source_score_evidence_keys"":[""dataset_id"",""endpoint_type"",""method"",""metric_name"",""metric_period"",""metric_value"",""rht_flag"",""signal_dimension"",""state"",""topic_keys"",""why_matters""],""state"":""Alaska"",""topic_keys"":[""care_coordination"",""cms"",""dual_enrollment"",""eligibility"",""medicaid"",""medicare""]}",full_dual_average_monthly_enrollment; 20899; Alaska,,https://data.medicaid.gov/api/1/datastore/query/93b36a8e-4dd5-4ff4-9a8b-8c6537684705/0,2026-07-24T04:43:51Z
upd-a0e114e06cab5788,medicaid_data,cmsmedicaid-7eeffa0895d0b595,dataset_signal,Dual Status Information for Medicaid and CHIP Beneficiaries by Year,Centers for Medicare & Medicaid Services,cms;eligibility;medicaid;medicare,care_coordination;cms;dual_enrollment;eligibility;medicaid;medicare,,2024-01-05,,,,,,,,,false,false,,67,,"{""dataset_id"":""93b36a8e-4dd5-4ff4-9a8b-8c6537684705"",""matched_keywords"":[""enrollment"",""Medicaid"",""Medicare""],""metric_name"":""full_dual_average_monthly_enrollment"",""metric_period"":""2022"",""metric_value"":""229238"",""program_focus"":[""cms"",""eligibility"",""medicaid"",""medicare""],""rht_flag"":false,""score_version"":""placeholder-rule-v1"",""source_file"":""data/cms_medicaid_dataset_signals.csv"",""source_score_evidence_keys"":[""dataset_id"",""endpoint_type"",""method"",""metric_name"",""metric_period"",""metric_value"",""rht_flag"",""signal_dimension"",""state"",""topic_keys"",""why_matters""],""state"":""Arizona"",""topic_keys"":[""care_coordination"",""cms"",""dual_enrollment"",""eligibility"",""medicaid"",""medicare""]}",full_dual_average_monthly_enrollment; 229238; Arizona,,https://data.medicaid.gov/api/1/datastore/query/93b36a8e-4dd5-4ff4-9a8b-8c6537684705/0,2026-07-24T04:43:51Z
upd-8b03d115457af35f,medicaid_data,cmsmedicaid-0767a8c8d71620fc,dataset_signal,Dual Status Information for Medicaid and CHIP Beneficiaries by Year,Centers for Medicare & Medicaid Services,cms;eligibility;medicaid;medicare,care_coordination;cms;dual_enrollment;eligibility;medicaid;medicare,,2024-01-05,,,,,,,,,false,false,,67,,"{""dataset_id"":""93b36a8e-4dd5-4ff4-9a8b-8c6537684705"",""matched_keywords"":[""enrollment"",""Medicaid"",""Medicare""],""metric_name"":""full_dual_average_monthly_enrollment"",""metric_period"":""2022"",""metric_value"":""85371"",""program_focus"":[""cms"",""eligibility"",""medicaid"",""medicare""],""rht_flag"":false,""score_version"":""placeholder-rule-v1"",""source_file"":""data/cms_medicaid_dataset_signals.csv"",""source_score_evidence_keys"":[""dataset_id"",""endpoint_type"",""method"",""metric_name"",""metric_period"",""metric_value"",""rht_flag"",""signal_dimension"",""state"",""topic_keys"",""why_matters""],""state"":""Arkansas"",""topic_keys"":[""care_coordination"",""cms"",""dual_enrollment"",""eligibility"",""medicaid"",""medicare""]}",full_dual_average_monthly_enrollment; 85371; Arkansas,,https://data.medicaid.gov/api/1/datastore/query/93b36a8e-4dd5-4ff4-9a8b-8c6537684705/0,2026-07-24T04:43:51Z
upd-26068de780330c74,medicaid_data,cmsmedicaid-c2d7f52de7b04666,dataset_signal,Dual Status Information for Medicaid and CHIP Beneficiaries by Year,Centers for Medicare & Medicaid Services,cms;eligibility;medicaid;medicare,care_coordination;cms;dual_enrollment;eligibility;medicaid;medicare,,2024-01-05,,,,,,,,,false,false,,67,,"{""dataset_id"":""93b36a8e-4dd5-4ff4-9a8b-8c6537684705"",""matched_keywords"":[""enrollment"",""Medicaid"",""Medicare""],""metric_name"":""full_dual_average_monthly_enrollment"",""metric_period"":""2022"",""metric_value"":""1697103"",""program_focus"":[""cms"",""eligibility"",""medicaid"",""medicare""],""rht_flag"":false,""score_version"":""placeholder-rule-v1"",""source_file"":""data/cms_medicaid_dataset_signals.csv"",""source_score_evidence_keys"":[""dataset_id"",""endpoint_type"",""method"",""metric_name"",""metric_period"",""metric_value"",""rht_flag"",""signal_dimension"",""state"",""topic_keys"",""why_matters""],""state"":""California"",""topic_keys"":[""care_coordination"",""cms"",""dual_enrollment"",""eligibility"",""medicaid"",""medicare""]}",full_dual_average_monthly_enrollment; 1697103; California,,https://data.medicaid.gov/api/1/datastore/query/93b36a8e-4dd5-4ff4-9a8b-8c6537684705/0,2026-07-24T04:43:51Z
upd-f2db87d920b5bf6f,medicaid_data,cmsmedicaid-a15d5a4bf7dec965,dataset_signal,Dual Status Information for Medicaid and CHIP Beneficiaries by Year,Centers for Medicare & Medicaid Services,cms;eligibility;medicaid;medicare,care_coordination;cms;dual_enrollment;eligibility;medicaid;medicare,,2024-01-05,,,,,,,,,false,false,,67,,"{""dataset_id"":""93b36a8e-4dd5-4ff4-9a8b-8c6537684705"",""matched_keywords"":[""enrollment"",""Medicaid"",""Medicare""],""metric_name"":""full_dual_average_monthly_enrollment"",""metric_period"":""2022"",""metric_value"":""108214"",""program_focus"":[""cms"",""eligibility"",""medicaid"",""medicare""],""rht_flag"":false,""score_version"":""placeholder-rule-v1"",""source_file"":""data/cms_medicaid_dataset_signals.csv"",""source_score_evidence_keys"":[""dataset_id"",""endpoint_type"",""method"",""metric_name"",""metric_period"",""metric_value"",""rht_flag"",""signal_dimension"",""state"",""topic_keys"",""why_matters""],""state"":""Colorado"",""topic_keys"":[""care_coordination"",""cms"",""dual_enrollment"",""eligibility"",""medicaid"",""medicare""]}",full_dual_average_monthly_enrollment; 108214; Colorado,,https://data.medicaid.gov/api/1/datastore/query/93b36a8e-4dd5-4ff4-9a8b-8c6537684705/0,2026-07-24T04:43:51Z
upd-af25c71c86573c93,medicaid_data,cmsmedicaid-7babafa56306c007,dataset_signal,Dual Status Information for Medicaid and CHIP Beneficiaries by Year,Centers for Medicare & Medicaid Services,cms;eligibility;medicaid;medicare,care_coordination;cms;dual_enrollment;eligibility;medicaid;medicare,,2024-01-05,,,,,,,,,false,false,,67,,"{""dataset_id"":""93b36a8e-4dd5-4ff4-9a8b-8c6537684705"",""matched_keywords"":[""enrollment"",""Medicaid"",""Medicare""],""metric_name"":""full_dual_average_monthly_enrollment"",""metric_period"":""2022"",""metric_value"":""71567"",""program_focus"":[""cms"",""eligibility"",""medicaid"",""medicare""],""rht_flag"":false,""score_version"":""placeholder-rule-v1"",""source_file"":""data/cms_medicaid_dataset_signals.csv"",""source_score_evidence_keys"":[""dataset_id"",""endpoint_type"",""method"",""metric_name"",""metric_period"",""metric_value"",""rht_flag"",""signal_dimension"",""state"",""topic_keys"",""why_matters""],""state"":""Connecticut"",""topic_keys"":[""care_coordination"",""cms"",""dual_enrollment"",""eligibility"",""medicaid"",""medicare""]}",full_dual_average_monthly_enrollment; 71567; Connecticut,,https://data.medicaid.gov/api/1/datastore/query/93b36a8e-4dd5-4ff4-9a8b-8c6537684705/0,2026-07-24T04:43:51Z
upd-5563f591c84e3e5f,medicaid_data,cmsmedicaid-189b59888570190e,dataset_signal,Dual Status Information for Medicaid and CHIP Beneficiaries by Year,Centers for Medicare & Medicaid Services,cms;eligibility;medicaid;medicare,care_coordination;cms;dual_enrollment;eligibility;medicaid;medicare,,2024-01-05,,,,,,,,,false,false,,67,,"{""dataset_id"":""93b36a8e-4dd5-4ff4-9a8b-8c6537684705"",""matched_keywords"":[""enrollment"",""Medicaid"",""Medicare""],""metric_name"":""full_dual_average_monthly_enrollment"",""metric_period"":""2022"",""metric_value"":""14991"",""program_focus"":[""cms"",""eligibility"",""medicaid"",""medicare""],""rht_flag"":false,""score_version"":""placeholder-rule-v1"",""source_file"":""data/cms_medicaid_dataset_signals.csv"",""source_score_evidence_keys"":[""dataset_id"",""endpoint_type"",""method"",""metric_name"",""metric_period"",""metric_value"",""rht_flag"",""signal_dimension"",""state"",""topic_keys"",""why_matters""],""state"":""Delaware"",""topic_keys"":[""care_coordination"",""cms"",""dual_enrollment"",""eligibility"",""medicaid"",""medicare""]}",full_dual_average_monthly_enrollment; 14991; Delaware,,https://data.medicaid.gov/api/1/datastore/query/93b36a8e-4dd5-4ff4-9a8b-8c6537684705/0,2026-07-24T04:43:51Z
upd-6c49fc42ad1647eb,medicaid_data,cmsmedicaid-f2c4884f7da3029a,dataset_signal,Dual Status Information for Medicaid and CHIP Beneficiaries by Year,Centers for Medicare & Medicaid Services,cms;eligibility;medicaid;medicare,care_coordination;cms;dual_enrollment;eligibility;medicaid;medicare,,2024-01-05,,,,,,,,,false,false,,67,,"{""dataset_id"":""93b36a8e-4dd5-4ff4-9a8b-8c6537684705"",""matched_keywords"":[""enrollment"",""Medicaid"",""Medicare""],""metric_name"":""full_dual_average_monthly_enrollment"",""metric_period"":""2022"",""metric_value"":""28788"",""program_focus"":[""cms"",""eligibility"",""medicaid"",""medicare""],""rht_flag"":false,""score_version"":""placeholder-rule-v1"",""source_file"":""data/cms_medicaid_dataset_signals.csv"",""source_score_evidence_keys"":[""dataset_id"",""endpoint_type"",""method"",""metric_name"",""metric_period"",""metric_value"",""rht_flag"",""signal_dimension"",""state"",""topic_keys"",""why_matters""],""state"":""District of Columbia"",""topic_keys"":[""care_coordination"",""cms"",""dual_enrollment"",""eligibility"",""medicaid"",""medicare""]}",full_dual_average_monthly_enrollment; 28788; District of Columbia,,https://data.medicaid.gov/api/1/datastore/query/93b36a8e-4dd5-4ff4-9a8b-8c6537684705/0,2026-07-24T04:43:51Z
