signal_id,source_key,endpoint_type,dataset_id,dataset_title,record_type,state,program_focus,topic_keys,metric_name,metric_value,metric_period,date_released,date_modified,rht_flag,importance_score,score_evidence_json,source_url,raw_json,last_checked_at
cmsmedicaid-99127b7ccb622464,medicaid_data,medicaid_datastore,4d4eaf55-33d3-4468-80b4-63553f4530ae,Section 1915(c) waiver program participants,dataset_signal,Utah,medicaid,medicaid; 1915c; waiver; hcbs; service_use,section_1915c_waiver_enrollees,9133,2022,,2025-01-17,false,54,"{""dataset_id"":""4d4eaf55-33d3-4468-80b4-63553f4530ae"",""endpoint_type"":""medicaid_datastore"",""method"":""latest year category='Enrolled in 1915(c) waiver'"",""metric_name"":""section_1915c_waiver_enrollees"",""metric_period"":""2022"",""metric_value"":""9133"",""rht_flag"":false,""signal_dimension"":""Utah"",""state"":""Utah"",""topic_keys"":[""medicaid"",""1915c"",""waiver"",""hcbs"",""service_use""],""why_matters"":""1915(c) waiver participation shows HCBS program scale and waiver administration demand.""}",https://data.medicaid.gov/api/1/datastore/query/4d4eaf55-33d3-4468-80b4-63553f4530ae/0,"{""aggregation"":""latest year category='Enrolled in 1915(c) waiver'"",""denominator_count_of_enrollees"":""534,861"",""geography"":""Utah"",""percentage_of_enrollees"":""1.7"",""source_row_count"":450,""source_rows_used"":450,""subpopulation"":""N/A"",""subpopulation_topic"":""N/A"",""why_matters"":""1915(c) waiver participation shows HCBS program scale and waiver administration demand.""}",2026-07-24T04:43:51Z
cmsmedicaid-3e07a8c96911f9d1,medicaid_data,medicaid_datastore,4d4eaf55-33d3-4468-80b4-63553f4530ae,Section 1915(c) waiver program participants,dataset_signal,Vermont,medicaid,medicaid; 1915c; waiver; hcbs; service_use,section_1915c_waiver_enrollees,0,2022,,2025-01-17,false,54,"{""dataset_id"":""4d4eaf55-33d3-4468-80b4-63553f4530ae"",""endpoint_type"":""medicaid_datastore"",""method"":""latest year category='Enrolled in 1915(c) waiver'"",""metric_name"":""section_1915c_waiver_enrollees"",""metric_period"":""2022"",""metric_value"":""0"",""rht_flag"":false,""signal_dimension"":""Vermont"",""state"":""Vermont"",""topic_keys"":[""medicaid"",""1915c"",""waiver"",""hcbs"",""service_use""],""why_matters"":""1915(c) waiver participation shows HCBS program scale and waiver administration demand.""}",https://data.medicaid.gov/api/1/datastore/query/4d4eaf55-33d3-4468-80b4-63553f4530ae/0,"{""aggregation"":""latest year category='Enrolled in 1915(c) waiver'"",""denominator_count_of_enrollees"":""208,155"",""geography"":""Vermont"",""percentage_of_enrollees"":""0"",""source_row_count"":450,""source_rows_used"":450,""subpopulation"":""N/A"",""subpopulation_topic"":""N/A"",""why_matters"":""1915(c) waiver participation shows HCBS program scale and waiver administration demand.""}",2026-07-24T04:43:51Z
cmsmedicaid-3cfae73027889648,medicaid_data,medicaid_datastore,4d4eaf55-33d3-4468-80b4-63553f4530ae,Section 1915(c) waiver program participants,dataset_signal,Virgin Islands,medicaid,medicaid; 1915c; waiver; hcbs; service_use,section_1915c_waiver_enrollees,0,2022,,2025-01-17,false,54,"{""dataset_id"":""4d4eaf55-33d3-4468-80b4-63553f4530ae"",""endpoint_type"":""medicaid_datastore"",""method"":""latest year category='Enrolled in 1915(c) waiver'"",""metric_name"":""section_1915c_waiver_enrollees"",""metric_period"":""2022"",""metric_value"":""0"",""rht_flag"":false,""signal_dimension"":""Virgin Islands"",""state"":""Virgin Islands"",""topic_keys"":[""medicaid"",""1915c"",""waiver"",""hcbs"",""service_use""],""why_matters"":""1915(c) waiver participation shows HCBS program scale and waiver administration demand.""}",https://data.medicaid.gov/api/1/datastore/query/4d4eaf55-33d3-4468-80b4-63553f4530ae/0,"{""aggregation"":""latest year category='Enrolled in 1915(c) waiver'"",""denominator_count_of_enrollees"":""37,144"",""geography"":""Virgin Islands"",""percentage_of_enrollees"":""0"",""source_row_count"":450,""source_rows_used"":450,""subpopulation"":""N/A"",""subpopulation_topic"":""N/A"",""why_matters"":""1915(c) waiver participation shows HCBS program scale and waiver administration demand.""}",2026-07-24T04:43:51Z
cmsmedicaid-2f71016282a7ac38,medicaid_data,medicaid_datastore,4d4eaf55-33d3-4468-80b4-63553f4530ae,Section 1915(c) waiver program participants,dataset_signal,Virginia,medicaid,medicaid; 1915c; waiver; hcbs; service_use,section_1915c_waiver_enrollees,66149,2022,,2025-01-17,false,54,"{""dataset_id"":""4d4eaf55-33d3-4468-80b4-63553f4530ae"",""endpoint_type"":""medicaid_datastore"",""method"":""latest year category='Enrolled in 1915(c) waiver'"",""metric_name"":""section_1915c_waiver_enrollees"",""metric_period"":""2022"",""metric_value"":""66149"",""rht_flag"":false,""signal_dimension"":""Virginia"",""state"":""Virginia"",""topic_keys"":[""medicaid"",""1915c"",""waiver"",""hcbs"",""service_use""],""why_matters"":""1915(c) waiver participation shows HCBS program scale and waiver administration demand.""}",https://data.medicaid.gov/api/1/datastore/query/4d4eaf55-33d3-4468-80b4-63553f4530ae/0,"{""aggregation"":""latest year category='Enrolled in 1915(c) waiver'"",""denominator_count_of_enrollees"":""2,033,383"",""geography"":""Virginia"",""percentage_of_enrollees"":""3.3"",""source_row_count"":450,""source_rows_used"":450,""subpopulation"":""N/A"",""subpopulation_topic"":""N/A"",""why_matters"":""1915(c) waiver participation shows HCBS program scale and waiver administration demand.""}",2026-07-24T04:43:51Z
cmsmedicaid-920e374da7bffa18,medicaid_data,medicaid_datastore,4d4eaf55-33d3-4468-80b4-63553f4530ae,Section 1915(c) waiver program participants,dataset_signal,Washington,medicaid,medicaid; 1915c; waiver; hcbs; service_use,section_1915c_waiver_enrollees,55189,2022,,2025-01-17,false,54,"{""dataset_id"":""4d4eaf55-33d3-4468-80b4-63553f4530ae"",""endpoint_type"":""medicaid_datastore"",""method"":""latest year category='Enrolled in 1915(c) waiver'"",""metric_name"":""section_1915c_waiver_enrollees"",""metric_period"":""2022"",""metric_value"":""55189"",""rht_flag"":false,""signal_dimension"":""Washington"",""state"":""Washington"",""topic_keys"":[""medicaid"",""1915c"",""waiver"",""hcbs"",""service_use""],""why_matters"":""1915(c) waiver participation shows HCBS program scale and waiver administration demand.""}",https://data.medicaid.gov/api/1/datastore/query/4d4eaf55-33d3-4468-80b4-63553f4530ae/0,"{""aggregation"":""latest year category='Enrolled in 1915(c) waiver'"",""denominator_count_of_enrollees"":""2,326,369"",""geography"":""Washington"",""percentage_of_enrollees"":""2.4"",""source_row_count"":450,""source_rows_used"":450,""subpopulation"":""N/A"",""subpopulation_topic"":""N/A"",""why_matters"":""1915(c) waiver participation shows HCBS program scale and waiver administration demand.""}",2026-07-24T04:43:51Z
cmsmedicaid-88e88b5dc8ff2c82,medicaid_data,medicaid_datastore,4d4eaf55-33d3-4468-80b4-63553f4530ae,Section 1915(c) waiver program participants,dataset_signal,West Virginia,medicaid,medicaid; 1915c; waiver; hcbs; service_use,section_1915c_waiver_enrollees,18760,2022,,2025-01-17,false,54,"{""dataset_id"":""4d4eaf55-33d3-4468-80b4-63553f4530ae"",""endpoint_type"":""medicaid_datastore"",""method"":""latest year category='Enrolled in 1915(c) waiver'"",""metric_name"":""section_1915c_waiver_enrollees"",""metric_period"":""2022"",""metric_value"":""18760"",""rht_flag"":false,""signal_dimension"":""West Virginia"",""state"":""West Virginia"",""topic_keys"":[""medicaid"",""1915c"",""waiver"",""hcbs"",""service_use""],""why_matters"":""1915(c) waiver participation shows HCBS program scale and waiver administration demand.""}",https://data.medicaid.gov/api/1/datastore/query/4d4eaf55-33d3-4468-80b4-63553f4530ae/0,"{""aggregation"":""latest year category='Enrolled in 1915(c) waiver'"",""denominator_count_of_enrollees"":""676,669"",""geography"":""West Virginia"",""percentage_of_enrollees"":""2.8"",""source_row_count"":450,""source_rows_used"":450,""subpopulation"":""N/A"",""subpopulation_topic"":""N/A"",""why_matters"":""1915(c) waiver participation shows HCBS program scale and waiver administration demand.""}",2026-07-24T04:43:51Z
cmsmedicaid-b1a048873c94890c,medicaid_data,medicaid_datastore,4d4eaf55-33d3-4468-80b4-63553f4530ae,Section 1915(c) waiver program participants,dataset_signal,Wisconsin,medicaid,medicaid; 1915c; waiver; hcbs; service_use,section_1915c_waiver_enrollees,110793,2022,,2025-01-17,false,54,"{""dataset_id"":""4d4eaf55-33d3-4468-80b4-63553f4530ae"",""endpoint_type"":""medicaid_datastore"",""method"":""latest year category='Enrolled in 1915(c) waiver'"",""metric_name"":""section_1915c_waiver_enrollees"",""metric_period"":""2022"",""metric_value"":""110793"",""rht_flag"":false,""signal_dimension"":""Wisconsin"",""state"":""Wisconsin"",""topic_keys"":[""medicaid"",""1915c"",""waiver"",""hcbs"",""service_use""],""why_matters"":""1915(c) waiver participation shows HCBS program scale and waiver administration demand.""}",https://data.medicaid.gov/api/1/datastore/query/4d4eaf55-33d3-4468-80b4-63553f4530ae/0,"{""aggregation"":""latest year category='Enrolled in 1915(c) waiver'"",""denominator_count_of_enrollees"":""1,522,528"",""geography"":""Wisconsin"",""percentage_of_enrollees"":""7.3"",""source_row_count"":450,""source_rows_used"":450,""subpopulation"":""N/A"",""subpopulation_topic"":""N/A"",""why_matters"":""1915(c) waiver participation shows HCBS program scale and waiver administration demand.""}",2026-07-24T04:43:51Z
cmsmedicaid-05141e392ebe3490,medicaid_data,medicaid_datastore,4d4eaf55-33d3-4468-80b4-63553f4530ae,Section 1915(c) waiver program participants,dataset_signal,Wyoming,medicaid,medicaid; 1915c; waiver; hcbs; service_use,section_1915c_waiver_enrollees,5548,2022,,2025-01-17,false,54,"{""dataset_id"":""4d4eaf55-33d3-4468-80b4-63553f4530ae"",""endpoint_type"":""medicaid_datastore"",""method"":""latest year category='Enrolled in 1915(c) waiver'"",""metric_name"":""section_1915c_waiver_enrollees"",""metric_period"":""2022"",""metric_value"":""5548"",""rht_flag"":false,""signal_dimension"":""Wyoming"",""state"":""Wyoming"",""topic_keys"":[""medicaid"",""1915c"",""waiver"",""hcbs"",""service_use""],""why_matters"":""1915(c) waiver participation shows HCBS program scale and waiver administration demand.""}",https://data.medicaid.gov/api/1/datastore/query/4d4eaf55-33d3-4468-80b4-63553f4530ae/0,"{""aggregation"":""latest year category='Enrolled in 1915(c) waiver'"",""denominator_count_of_enrollees"":""91,597"",""geography"":""Wyoming"",""percentage_of_enrollees"":""6.1"",""source_row_count"":450,""source_rows_used"":450,""subpopulation"":""N/A"",""subpopulation_topic"":""N/A"",""why_matters"":""1915(c) waiver participation shows HCBS program scale and waiver administration demand.""}",2026-07-24T04:43:51Z
cmsmedicaid-8fabd30579f32edb,medicaid_data,medicaid_datastore,6165f45b-ca93-5bb5-9d06-db29c692a360,"State Medicaid and CHIP Applications, Eligibility Determinations, and Enrollment Data",dataset_signal,AK,eligibility,medicaid; chip; enrollment; eligibility; determinations,new_applications_submitted,2696,202603,2017-09-08,2026-06-26,false,72,"{""dataset_id"":""6165f45b-ca93-5bb5-9d06-db29c692a360"",""endpoint_type"":""medicaid_datastore"",""method"":""latest reporting_period by state"",""metric_name"":""new_applications_submitted"",""metric_period"":""202603"",""metric_value"":""2696"",""rht_flag"":false,""signal_dimension"":""Alaska|new_applications_submitted_to_medicaid_and_chip_agencies"",""state"":""AK"",""topic_keys"":[""medicaid"",""chip"",""enrollment"",""eligibility"",""determinations""],""why_matters"":""Enrollment, applications, and eligibility determinations by state reveal eligibility-system workload and contact-center demand.""}",https://data.medicaid.gov/api/1/datastore/query/6165f45b-ca93-5bb5-9d06-db29c692a360/0,"{""aggregation"":""latest reporting_period by state"",""field"":""new_applications_submitted_to_medicaid_and_chip_agencies"",""source_row_count"":10812,""source_rows_used"":10812,""state_name"":""Alaska"",""why_matters"":""Enrollment, applications, and eligibility determinations by state reveal eligibility-system workload and contact-center demand.""}",2026-07-24T04:43:51Z
cmsmedicaid-5cc7f7d9778e43b9,medicaid_data,medicaid_datastore,6165f45b-ca93-5bb5-9d06-db29c692a360,"State Medicaid and CHIP Applications, Eligibility Determinations, and Enrollment Data",dataset_signal,AK,eligibility,medicaid; chip; enrollment; eligibility; determinations,total_medicaid_and_chip_determinations,2107,202603,2017-09-08,2026-06-26,false,72,"{""dataset_id"":""6165f45b-ca93-5bb5-9d06-db29c692a360"",""endpoint_type"":""medicaid_datastore"",""method"":""latest reporting_period by state"",""metric_name"":""total_medicaid_and_chip_determinations"",""metric_period"":""202603"",""metric_value"":""2107"",""rht_flag"":false,""signal_dimension"":""Alaska|total_medicaid_and_chip_determinations"",""state"":""AK"",""topic_keys"":[""medicaid"",""chip"",""enrollment"",""eligibility"",""determinations""],""why_matters"":""Enrollment, applications, and eligibility determinations by state reveal eligibility-system workload and contact-center demand.""}",https://data.medicaid.gov/api/1/datastore/query/6165f45b-ca93-5bb5-9d06-db29c692a360/0,"{""aggregation"":""latest reporting_period by state"",""field"":""total_medicaid_and_chip_determinations"",""source_row_count"":10812,""source_rows_used"":10812,""state_name"":""Alaska"",""why_matters"":""Enrollment, applications, and eligibility determinations by state reveal eligibility-system workload and contact-center demand.""}",2026-07-24T04:43:51Z
cmsmedicaid-ea15da860d7b0070,medicaid_data,medicaid_datastore,6165f45b-ca93-5bb5-9d06-db29c692a360,"State Medicaid and CHIP Applications, Eligibility Determinations, and Enrollment Data",dataset_signal,AK,eligibility,medicaid; chip; enrollment; eligibility; determinations,total_medicaid_and_chip_enrollment,208774,202603,2017-09-08,2026-06-26,false,72,"{""dataset_id"":""6165f45b-ca93-5bb5-9d06-db29c692a360"",""endpoint_type"":""medicaid_datastore"",""method"":""latest reporting_period by state"",""metric_name"":""total_medicaid_and_chip_enrollment"",""metric_period"":""202603"",""metric_value"":""208774"",""rht_flag"":false,""signal_dimension"":""Alaska|total_medicaid_and_chip_enrollment"",""state"":""AK"",""topic_keys"":[""medicaid"",""chip"",""enrollment"",""eligibility"",""determinations""],""why_matters"":""Enrollment, applications, and eligibility determinations by state reveal eligibility-system workload and contact-center demand.""}",https://data.medicaid.gov/api/1/datastore/query/6165f45b-ca93-5bb5-9d06-db29c692a360/0,"{""aggregation"":""latest reporting_period by state"",""field"":""total_medicaid_and_chip_enrollment"",""source_row_count"":10812,""source_rows_used"":10812,""state_name"":""Alaska"",""why_matters"":""Enrollment, applications, and eligibility determinations by state reveal eligibility-system workload and contact-center demand.""}",2026-07-24T04:43:51Z
cmsmedicaid-a2fe911347acf906,medicaid_data,medicaid_datastore,6165f45b-ca93-5bb5-9d06-db29c692a360,"State Medicaid and CHIP Applications, Eligibility Determinations, and Enrollment Data",dataset_signal,AL,eligibility,medicaid; chip; enrollment; eligibility; determinations,new_applications_submitted,13293,202603,2017-09-08,2026-06-26,false,72,"{""dataset_id"":""6165f45b-ca93-5bb5-9d06-db29c692a360"",""endpoint_type"":""medicaid_datastore"",""method"":""latest reporting_period by state"",""metric_name"":""new_applications_submitted"",""metric_period"":""202603"",""metric_value"":""13293"",""rht_flag"":false,""signal_dimension"":""Alabama|new_applications_submitted_to_medicaid_and_chip_agencies"",""state"":""AL"",""topic_keys"":[""medicaid"",""chip"",""enrollment"",""eligibility"",""determinations""],""why_matters"":""Enrollment, applications, and eligibility determinations by state reveal eligibility-system workload and contact-center demand.""}",https://data.medicaid.gov/api/1/datastore/query/6165f45b-ca93-5bb5-9d06-db29c692a360/0,"{""aggregation"":""latest reporting_period by state"",""field"":""new_applications_submitted_to_medicaid_and_chip_agencies"",""source_row_count"":10812,""source_rows_used"":10812,""state_name"":""Alabama"",""why_matters"":""Enrollment, applications, and eligibility determinations by state reveal eligibility-system workload and contact-center demand.""}",2026-07-24T04:43:51Z
cmsmedicaid-d795a253fc7fc293,medicaid_data,medicaid_datastore,6165f45b-ca93-5bb5-9d06-db29c692a360,"State Medicaid and CHIP Applications, Eligibility Determinations, and Enrollment Data",dataset_signal,AL,eligibility,medicaid; chip; enrollment; eligibility; determinations,total_medicaid_and_chip_determinations,13160,202603,2017-09-08,2026-06-26,false,72,"{""dataset_id"":""6165f45b-ca93-5bb5-9d06-db29c692a360"",""endpoint_type"":""medicaid_datastore"",""method"":""latest reporting_period by state"",""metric_name"":""total_medicaid_and_chip_determinations"",""metric_period"":""202603"",""metric_value"":""13160"",""rht_flag"":false,""signal_dimension"":""Alabama|total_medicaid_and_chip_determinations"",""state"":""AL"",""topic_keys"":[""medicaid"",""chip"",""enrollment"",""eligibility"",""determinations""],""why_matters"":""Enrollment, applications, and eligibility determinations by state reveal eligibility-system workload and contact-center demand.""}",https://data.medicaid.gov/api/1/datastore/query/6165f45b-ca93-5bb5-9d06-db29c692a360/0,"{""aggregation"":""latest reporting_period by state"",""field"":""total_medicaid_and_chip_determinations"",""source_row_count"":10812,""source_rows_used"":10812,""state_name"":""Alabama"",""why_matters"":""Enrollment, applications, and eligibility determinations by state reveal eligibility-system workload and contact-center demand.""}",2026-07-24T04:43:51Z
cmsmedicaid-797d710f78ef9fa0,medicaid_data,medicaid_datastore,6165f45b-ca93-5bb5-9d06-db29c692a360,"State Medicaid and CHIP Applications, Eligibility Determinations, and Enrollment Data",dataset_signal,AL,eligibility,medicaid; chip; enrollment; eligibility; determinations,total_medicaid_and_chip_enrollment,935776,202603,2017-09-08,2026-06-26,false,72,"{""dataset_id"":""6165f45b-ca93-5bb5-9d06-db29c692a360"",""endpoint_type"":""medicaid_datastore"",""method"":""latest reporting_period by state"",""metric_name"":""total_medicaid_and_chip_enrollment"",""metric_period"":""202603"",""metric_value"":""935776"",""rht_flag"":false,""signal_dimension"":""Alabama|total_medicaid_and_chip_enrollment"",""state"":""AL"",""topic_keys"":[""medicaid"",""chip"",""enrollment"",""eligibility"",""determinations""],""why_matters"":""Enrollment, applications, and eligibility determinations by state reveal eligibility-system workload and contact-center demand.""}",https://data.medicaid.gov/api/1/datastore/query/6165f45b-ca93-5bb5-9d06-db29c692a360/0,"{""aggregation"":""latest reporting_period by state"",""field"":""total_medicaid_and_chip_enrollment"",""source_row_count"":10812,""source_rows_used"":10812,""state_name"":""Alabama"",""why_matters"":""Enrollment, applications, and eligibility determinations by state reveal eligibility-system workload and contact-center demand.""}",2026-07-24T04:43:51Z
cmsmedicaid-18664563775bf3a4,medicaid_data,medicaid_datastore,6165f45b-ca93-5bb5-9d06-db29c692a360,"State Medicaid and CHIP Applications, Eligibility Determinations, and Enrollment Data",dataset_signal,AR,eligibility,medicaid; chip; enrollment; eligibility; determinations,new_applications_submitted,23646,202603,2017-09-08,2026-06-26,false,72,"{""dataset_id"":""6165f45b-ca93-5bb5-9d06-db29c692a360"",""endpoint_type"":""medicaid_datastore"",""method"":""latest reporting_period by state"",""metric_name"":""new_applications_submitted"",""metric_period"":""202603"",""metric_value"":""23646"",""rht_flag"":false,""signal_dimension"":""Arkansas|new_applications_submitted_to_medicaid_and_chip_agencies"",""state"":""AR"",""topic_keys"":[""medicaid"",""chip"",""enrollment"",""eligibility"",""determinations""],""why_matters"":""Enrollment, applications, and eligibility determinations by state reveal eligibility-system workload and contact-center demand.""}",https://data.medicaid.gov/api/1/datastore/query/6165f45b-ca93-5bb5-9d06-db29c692a360/0,"{""aggregation"":""latest reporting_period by state"",""field"":""new_applications_submitted_to_medicaid_and_chip_agencies"",""source_row_count"":10812,""source_rows_used"":10812,""state_name"":""Arkansas"",""why_matters"":""Enrollment, applications, and eligibility determinations by state reveal eligibility-system workload and contact-center demand.""}",2026-07-24T04:43:51Z
cmsmedicaid-792a1d349d9557e2,medicaid_data,medicaid_datastore,6165f45b-ca93-5bb5-9d06-db29c692a360,"State Medicaid and CHIP Applications, Eligibility Determinations, and Enrollment Data",dataset_signal,AR,eligibility,medicaid; chip; enrollment; eligibility; determinations,total_medicaid_and_chip_determinations,15311,202603,2017-09-08,2026-06-26,false,72,"{""dataset_id"":""6165f45b-ca93-5bb5-9d06-db29c692a360"",""endpoint_type"":""medicaid_datastore"",""method"":""latest reporting_period by state"",""metric_name"":""total_medicaid_and_chip_determinations"",""metric_period"":""202603"",""metric_value"":""15311"",""rht_flag"":false,""signal_dimension"":""Arkansas|total_medicaid_and_chip_determinations"",""state"":""AR"",""topic_keys"":[""medicaid"",""chip"",""enrollment"",""eligibility"",""determinations""],""why_matters"":""Enrollment, applications, and eligibility determinations by state reveal eligibility-system workload and contact-center demand.""}",https://data.medicaid.gov/api/1/datastore/query/6165f45b-ca93-5bb5-9d06-db29c692a360/0,"{""aggregation"":""latest reporting_period by state"",""field"":""total_medicaid_and_chip_determinations"",""source_row_count"":10812,""source_rows_used"":10812,""state_name"":""Arkansas"",""why_matters"":""Enrollment, applications, and eligibility determinations by state reveal eligibility-system workload and contact-center demand.""}",2026-07-24T04:43:51Z
cmsmedicaid-db9e8e6814936ec5,medicaid_data,medicaid_datastore,6165f45b-ca93-5bb5-9d06-db29c692a360,"State Medicaid and CHIP Applications, Eligibility Determinations, and Enrollment Data",dataset_signal,AR,eligibility,medicaid; chip; enrollment; eligibility; determinations,total_medicaid_and_chip_enrollment,794237,202603,2017-09-08,2026-06-26,false,72,"{""dataset_id"":""6165f45b-ca93-5bb5-9d06-db29c692a360"",""endpoint_type"":""medicaid_datastore"",""method"":""latest reporting_period by state"",""metric_name"":""total_medicaid_and_chip_enrollment"",""metric_period"":""202603"",""metric_value"":""794237"",""rht_flag"":false,""signal_dimension"":""Arkansas|total_medicaid_and_chip_enrollment"",""state"":""AR"",""topic_keys"":[""medicaid"",""chip"",""enrollment"",""eligibility"",""determinations""],""why_matters"":""Enrollment, applications, and eligibility determinations by state reveal eligibility-system workload and contact-center demand.""}",https://data.medicaid.gov/api/1/datastore/query/6165f45b-ca93-5bb5-9d06-db29c692a360/0,"{""aggregation"":""latest reporting_period by state"",""field"":""total_medicaid_and_chip_enrollment"",""source_row_count"":10812,""source_rows_used"":10812,""state_name"":""Arkansas"",""why_matters"":""Enrollment, applications, and eligibility determinations by state reveal eligibility-system workload and contact-center demand.""}",2026-07-24T04:43:51Z
cmsmedicaid-7fbce56c9d1724e3,medicaid_data,medicaid_datastore,6165f45b-ca93-5bb5-9d06-db29c692a360,"State Medicaid and CHIP Applications, Eligibility Determinations, and Enrollment Data",dataset_signal,AZ,eligibility,medicaid; chip; enrollment; eligibility; determinations,new_applications_submitted,39145,202603,2017-09-08,2026-06-26,false,72,"{""dataset_id"":""6165f45b-ca93-5bb5-9d06-db29c692a360"",""endpoint_type"":""medicaid_datastore"",""method"":""latest reporting_period by state"",""metric_name"":""new_applications_submitted"",""metric_period"":""202603"",""metric_value"":""39145"",""rht_flag"":false,""signal_dimension"":""Arizona|new_applications_submitted_to_medicaid_and_chip_agencies"",""state"":""AZ"",""topic_keys"":[""medicaid"",""chip"",""enrollment"",""eligibility"",""determinations""],""why_matters"":""Enrollment, applications, and eligibility determinations by state reveal eligibility-system workload and contact-center demand.""}",https://data.medicaid.gov/api/1/datastore/query/6165f45b-ca93-5bb5-9d06-db29c692a360/0,"{""aggregation"":""latest reporting_period by state"",""field"":""new_applications_submitted_to_medicaid_and_chip_agencies"",""source_row_count"":10812,""source_rows_used"":10812,""state_name"":""Arizona"",""why_matters"":""Enrollment, applications, and eligibility determinations by state reveal eligibility-system workload and contact-center demand.""}",2026-07-24T04:43:51Z
cmsmedicaid-8196c4f655ae048b,medicaid_data,medicaid_datastore,6165f45b-ca93-5bb5-9d06-db29c692a360,"State Medicaid and CHIP Applications, Eligibility Determinations, and Enrollment Data",dataset_signal,AZ,eligibility,medicaid; chip; enrollment; eligibility; determinations,total_medicaid_and_chip_determinations,41801,202603,2017-09-08,2026-06-26,false,72,"{""dataset_id"":""6165f45b-ca93-5bb5-9d06-db29c692a360"",""endpoint_type"":""medicaid_datastore"",""method"":""latest reporting_period by state"",""metric_name"":""total_medicaid_and_chip_determinations"",""metric_period"":""202603"",""metric_value"":""41801"",""rht_flag"":false,""signal_dimension"":""Arizona|total_medicaid_and_chip_determinations"",""state"":""AZ"",""topic_keys"":[""medicaid"",""chip"",""enrollment"",""eligibility"",""determinations""],""why_matters"":""Enrollment, applications, and eligibility determinations by state reveal eligibility-system workload and contact-center demand.""}",https://data.medicaid.gov/api/1/datastore/query/6165f45b-ca93-5bb5-9d06-db29c692a360/0,"{""aggregation"":""latest reporting_period by state"",""field"":""total_medicaid_and_chip_determinations"",""source_row_count"":10812,""source_rows_used"":10812,""state_name"":""Arizona"",""why_matters"":""Enrollment, applications, and eligibility determinations by state reveal eligibility-system workload and contact-center demand.""}",2026-07-24T04:43:51Z
cmsmedicaid-32df3122137cc3d7,medicaid_data,medicaid_datastore,6165f45b-ca93-5bb5-9d06-db29c692a360,"State Medicaid and CHIP Applications, Eligibility Determinations, and Enrollment Data",dataset_signal,AZ,eligibility,medicaid; chip; enrollment; eligibility; determinations,total_medicaid_and_chip_enrollment,1640219,202603,2017-09-08,2026-06-26,false,72,"{""dataset_id"":""6165f45b-ca93-5bb5-9d06-db29c692a360"",""endpoint_type"":""medicaid_datastore"",""method"":""latest reporting_period by state"",""metric_name"":""total_medicaid_and_chip_enrollment"",""metric_period"":""202603"",""metric_value"":""1640219"",""rht_flag"":false,""signal_dimension"":""Arizona|total_medicaid_and_chip_enrollment"",""state"":""AZ"",""topic_keys"":[""medicaid"",""chip"",""enrollment"",""eligibility"",""determinations""],""why_matters"":""Enrollment, applications, and eligibility determinations by state reveal eligibility-system workload and contact-center demand.""}",https://data.medicaid.gov/api/1/datastore/query/6165f45b-ca93-5bb5-9d06-db29c692a360/0,"{""aggregation"":""latest reporting_period by state"",""field"":""total_medicaid_and_chip_enrollment"",""source_row_count"":10812,""source_rows_used"":10812,""state_name"":""Arizona"",""why_matters"":""Enrollment, applications, and eligibility determinations by state reveal eligibility-system workload and contact-center demand.""}",2026-07-24T04:43:51Z
cmsmedicaid-6d29618def7f5c69,medicaid_data,medicaid_datastore,6165f45b-ca93-5bb5-9d06-db29c692a360,"State Medicaid and CHIP Applications, Eligibility Determinations, and Enrollment Data",dataset_signal,CA,eligibility,medicaid; chip; enrollment; eligibility; determinations,new_applications_submitted,91962,202603,2017-09-08,2026-06-26,false,72,"{""dataset_id"":""6165f45b-ca93-5bb5-9d06-db29c692a360"",""endpoint_type"":""medicaid_datastore"",""method"":""latest reporting_period by state"",""metric_name"":""new_applications_submitted"",""metric_period"":""202603"",""metric_value"":""91962"",""rht_flag"":false,""signal_dimension"":""California|new_applications_submitted_to_medicaid_and_chip_agencies"",""state"":""CA"",""topic_keys"":[""medicaid"",""chip"",""enrollment"",""eligibility"",""determinations""],""why_matters"":""Enrollment, applications, and eligibility determinations by state reveal eligibility-system workload and contact-center demand.""}",https://data.medicaid.gov/api/1/datastore/query/6165f45b-ca93-5bb5-9d06-db29c692a360/0,"{""aggregation"":""latest reporting_period by state"",""field"":""new_applications_submitted_to_medicaid_and_chip_agencies"",""source_row_count"":10812,""source_rows_used"":10812,""state_name"":""California"",""why_matters"":""Enrollment, applications, and eligibility determinations by state reveal eligibility-system workload and contact-center demand.""}",2026-07-24T04:43:51Z
